Rank, H1B Visa Sponsor, Job Title, Number of LCA  *, Average Salary
132,Ferguson Consulting,Java Developer,3,"$102,500 "
196,Jpmorgan Chase,Programmer/Analyst,1,"$102,500 "
110,Google,Data Analyst,2,"$102,500 "
195,Sparefoot,Application Developer,1,"$102,549 "
187,Continental Automotive Systems,Senior Software Engineer,5,"$102,617 "
31,Netwoven,Developer,5,"$102,674 "
43,Hrb Professional Resources,Senior Software Engineer,19,"$102,776 "
219,Acxiom,Software Engineer,19,"$102,785 "
25,Advancesoft,Developer,6,"$102,833 "
40,Prokarma,Software Engineer,76,"$102,851 "
142,Scheduling.com,Developer,1,"$103,000 "
194,Examination Management Services,Application Developer,1,"$103,000 "
195,Deimos Asset Management,Programmer/Analyst,1,"$103,000 "
44,Zillow,Software Test Engineer,2,"$103,000 "
121,Premier,Senior Software Engineer,7,"$103,007 "
193,Sirius Xm Radio,Application Developer,1,"$103,052 "
72,Harman Becker Automotive Systems,Senior Software Engineer,11,"$103,074 "
109,Valtech Services,Data Analyst,2,"$103,148 "
185,Cook Systems International,Computer Systems Analyst,6,"$103,197 "
76,First Solar,Developer,2,"$103,217 "
187,Tavant Technologies,Software Engineer,22,"$103,238 "
186,Peoplefluent,Senior Software Engineer,5,"$103,256 "
65,Slalom,Data Analyst,3,"$103,333 "
7,Populus Group,Developer,20,"$103,426 "
63,Private National Mortgage Acceptance Company,Application Developer,3,"$103,444 "
141,Nyse Arca,Developer,1,"$103,500 "
103,Burlington Coat Factory Warehouse,Application Developer,2,"$103,546 "
21,Adp Technology Services,Application Developer,8,"$103,668 "
47,Jpmorgan Chase,Java Developer,9,"$103,722 "
189,Osi Consulting,Business Analyst,8,"$103,750 "
102,Cars.com ,Application Developer,2,"$103,813 "
77,Elastic Computing Solutions,Systems Analyst,29,"$104,034 "
91,Intelliswift Software,Software Engineer,43,"$104,053 "
192,Barclays Services,Application Developer,1,"$104,172 "
102,Idexcel,Java Developer,4,"$104,200 "
152,Intel America's,Software Engineer,28,"$104,228 "
157,Thomson Reuters,Senior Software Engineer,6,"$104,296 "
101,Judge Technical Services,Java Developer,4,"$104,342 "
38,Populus Group,Application Developer,5,"$104,370 "
101,Kyocera Document Solutions Development America,Software Test Engineer,1,"$104,400 "
211,Simeio Solutions,Systems Analyst,9,"$104,518 "
30,Ciber,Developer,5,"$104,706 "
76,Gcom Software,Software Developer,32,"$104,766 "
185,Incontact,Senior Software Engineer,5,"$104,800 "
48,Netrovert Software,Senior Software Engineer,16,"$105,000 "
120,Ust Global,Senior Software Engineer,7,"$105,000 "
47,Thinkbrq,Developer,3,"$105,000 "
75,Mountain Gap Solutions,Developer,2,"$105,000 "
138,Dun & Bradstreet,Developer,1,"$105,000 "
138,Drivewealth Technologies,Developer,1,"$105,000 "
138,Right Click Systems,Developer,1,"$105,000 "
201,Aig Employee Services,Database Administrator,3,"$105,000 "
187,Sei Investments Company,Java Developer,2,"$105,000 "
191,Domino Technologies,Application Developer,1,"$105,000 "
193,Dyal Partners,Programmer/Analyst,1,"$105,000 "
193,Totem Point Management,Programmer/Analyst,1,"$105,000 "
41,System Soft Technologies,Data Analyst,4,"$105,000 "
109,Apple,Computer Systems Analyst,12,"$105,233 "
15,Factset Research Systems,Software Engineer,139,"$105,281 "
22,Nisum Technologies,Senior Software Engineer,38,"$105,293 "
186,Slalom,Java Developer,2,"$105,500 "
16,Iris Software,Java Developer,25,"$105,600 "
64,Incedo,Data Analyst,3,"$105,667 "
106,"Mastech, A Mastech Holdings Company",Senior Software Engineer,8,"$105,874 "
101,Peterson  Technology Partners,Application Developer,2,"$105,960 "
12,Motorola Mobility,Software Engineer,156,"$105,997 "
190,Pdr Equity,Application Developer,1,"$106,000 "
100,Object Computing,Software Test Engineer,1,"$106,000 "
21,Hartford Fire Insurance Company,Developer,7,"$106,024 "
3,Populus Group,Java Developer,62,"$106,144 "
108,Apple,Data Analyst,2,"$106,154 "
184,Pathpartner Technology,Senior Software Engineer,5,"$106,200 "
183,Apollo Education Group,Senior Software Engineer,5,"$106,261 "
156,Tavant Technologies,Senior Software Engineer,6,"$106,267 "
189,Saks Direct,Application Developer,1,"$106,283 "
100,Starbucks Coffee Company,Application Developer,2,"$106,297 "
137,Markitserv,Developer,1,"$106,383 "
34,Randstad Technologies,Senior Software Engineer,26,"$106,561 "
182,Isr Info Way,Senior Software Engineer,5,"$106,615 "
131,Prokarma,Java Developer,3,"$106,667 "
62,Mio Partners,Application Developer,3,"$106,667 "
40,Diversant,Data Analyst,4,"$106,730 "
196,Xoriant Corporation,Software Engineer,21,"$106,763 "
80,Lexisnexis Risk Data Management,Senior Software Engineer,10,"$106,876 "
99,Dignity Health,Application Developer,2,"$106,912 "
63,Spin Analytics And Strategy,Data Analyst,3,"$107,000 "
33,Ge Healthcare Iits Usa,Senior Software Engineer,26,"$107,308 "
61,Ciber,Application Developer,3,"$107,333 "
34,Bristlecone,Computer Systems Analyst,38,"$107,338 "
79,Keste,Senior Software Engineer,10,"$107,342 "
181,Lexisnexis Risk Solutions,Senior Software Engineer,5,"$107,393 "
63,Optum Services,Senior Software Engineer,13,"$107,418 "
159,Tripadvisor,Software Engineer,27,"$107,426 "
188,Sona Networks,Application Developer,1,"$107,432 "
136,Clever,Developer,1,"$107,500 "
99,Ascentia Consulting Pte Company,Software Test Engineer,1,"$107,500 "
95,Indeed,Software Engineer,42,"$107,541 "
45,Thomson Reuters (Markets),Senior Software Engineer,17,"$107,581 "
135,Mckesson,Developer,1,"$107,589 "
174,Populus Group,Software Engineer,23,"$107,678 "
134,Astrazeneca Pharmaceuticals,Developer,1,"$107,850 "
186,Fisher Asset Management,Application Developer,1,"$107,853 "
186,Fisher Investments,Application Developer,1,"$107,853 "
180,Motorola Mobility,Senior Software Engineer,5,"$108,099 "
45,Dotcom Team,Software Engineer,69,"$108,326 "
221,Professional Access,Business Analyst,7,"$108,429 "
2,Capital One Services,Senior Software Engineer,188,"$108,497 "
98,Cymer,Software Test Engineer,1,"$108,500 "
147,Theme Soft,Software Engineer,29,"$108,564 "
7,"Capital One, National Association",Senior Software Engineer,89,"$108,569 "
68,Azimetry,Java Developer,6,"$108,578 "
107,Zillow,Data Analyst,2,"$108,740 "
60,Adecco Technical,Java Developer,7,"$108,832 "
78,Vision3 Solutions,Senior Software Engineer,10,"$109,000 "
53,Cybersource,Senior Software Engineer,15,"$109,010 "
77,Adap.Tv,Senior Software Engineer,10,"$109,063 "
163,System Soft Technologies,Software Engineer,26,"$109,135 "
52,Intuit,Software Engineer,63,"$109,169 "
99,Cisco Systems,Business Analyst,14,"$109,171 "
56,Reed Elsevier (Lexisnexis Division),Senior Software Engineer,14,"$109,187 "
185,Hcp Management Operations,Application Developer,1,"$109,250 "
59,Divensi,Java Developer,7,"$109,273 "
192,Fig,Programmer/Analyst,1,"$109,367 "
87,Here North America,Senior Software Engineer,9,"$109,513 "
9,Viptela,Software Test Engineer,12,"$109,583 "
105,Priceline.Com,Senior Software Engineer,8,"$109,665 "
191,Shearlink Capital,Programmer/Analyst,1,"$109,820 "
11,Emc,Senior Software Engineer,66,"$109,847 "
132,Sg Americas Securities,Developer,1,"$110,000 "
132,Societe Generale,Developer,1,"$110,000 "
98,Srishti I2i Biz Solutions,Application Developer,2,"$110,000 "
181,Osi Consulting,Application Developer,1,"$110,000 "
181,Abacus Technical Services,Application Developer,1,"$110,000 "
181,Parkway,Application Developer,1,"$110,000 "
181,East West Bank,Application Developer,1,"$110,000 "
94,1010data Services,Programmer/Analyst,2,"$110,000 "
94,Google,Programmer/Analyst,2,"$110,000 "
96,Vertisystem,Software Test Engineer,1,"$110,000 "
96,Philips Lighting North America,Software Test Engineer,1,"$110,000 "
35,Etouch Systems,Senior Software Engineer,25,"$110,114 "
46,Primitive Logic,Developer,3,"$110,180 "
119,Dealertrack,Senior Software Engineer,7,"$110,213 "
155,Comscore,Senior Software Engineer,6,"$110,221 "
180,Csaa Insurance Services,Application Developer,1,"$110,419 "
62,Intel,Data Analyst,3,"$111,039 "
3,Iris Software,Application Developer,56,"$111,088 "
179,Razorfish,Senior Software Engineer,5,"$111,313 "
61,Lyft,Data Analyst,3,"$111,333 "
74,Daqri,Developer,2,"$111,350 "
19,The Ultimate Software Group,Software Test Engineer,5,"$111,354 "
16,Jpmorgan Chase,Application Developer,9,"$111,410 "
95,General Instrument,Software Test Engineer,1,"$111,426 "
8,Intel,Software Engineer,316,"$111,556 "
65,Google,Business Analyst,20,"$111,583 "
200,Populus Group,Database Administrator,3,"$111,627 "
220,Slalom,Business Analyst,7,"$111,714 "
14,Markit North America,Developer,10,"$111,731 "
88,Tableau Software,Software Engineer,44,"$111,857 "
171,Paypal,Software Engineer,24,"$111,960 "
179,Emphasis Software Development,Application Developer,1,"$112,000 "
94,Ringcentral,Software Test Engineer,1,"$112,000 "
32,Google,Application Developer,6,"$112,183 "
185,Kardin Systems,Java Developer,2,"$112,229 "
56,Intel Mobile Communications North America,Software Engineer,60,"$112,285 "
131,Technology Resource Group,Developer,1,"$112,320 "
45,"D. E. Shaw, L.P.",Programmer/Analyst,6,"$112,333 "
73,Oz Management,Developer,2,"$112,500 "
190,Palladium Capital Management Iv,Programmer/Analyst,1,"$112,500 "
9,Ariba,Developer,15,"$112,667 "
159,Krypt,Systems Analyst,13,"$112,793 "
47,Servicenow,Application Developer,4,"$112,953 "
130,Diversant,Developer,1,"$113,000 "
60,Smartgeotech,Application Developer,3,"$113,000 "
19,The Mathworks,Senior Software Engineer,44,"$113,099 "
23,Inovant,Senior Software Engineer,34,"$113,244 "
93,Expedia,Software Test Engineer,1,"$113,256 "
72,Axioma,Developer,2,"$113,300 "
218,Zebra Technologies,Software Engineer,19,"$113,466 "
92,Unchainedlabs,Software Test Engineer,1,"$113,633 "
127,Palantir Technologies,Software Engineer,33,"$113,759 "
66,Amadeus North America,Senior Software Engineer,12,"$114,082 "
154,Mckesson,Senior Software Engineer,6,"$114,361 "
118,Xilinx,Senior Software Engineer,7,"$114,394 "
153,Kaplan,Senior Software Engineer,6,"$114,400 "
91,Ryzen Solutions,Software Test Engineer,1,"$114,400 "
12,Globallogic,Senior Software Engineer,60,"$114,439 "
152,The Depository Trust And Clearing,Senior Software Engineer,6,"$114,675 "
129,Scge Management,Developer,1,"$115,000 "
143,Bidgely,Computer Programmer Analyst,1,"$115,000 "
177,Qsc Audio Products,Application Developer,1,"$115,000 "
178,Saks Fifth Avenue,Application Developer,1,"$115,000 "
189,Rs Investment Management,Programmer/Analyst,1,"$115,000 "
88,Blackberry,Software Test Engineer,1,"$115,000 "
88,State Street Bank And Trust Company,Software Test Engineer,1,"$115,000 "
88,Study.Com,Software Test Engineer,1,"$115,000 "
60,Facebook,Data Analyst,3,"$115,000 "
4,Qualcomm Technologies,Senior Software Engineer,127,"$115,113 "
147,Kronos,Database Administrator,4,"$115,191 "
188,Panagora Asset Management,Programmer/Analyst,1,"$115,500 "
25,Qualcomm,Senior Software Engineer,31,"$115,666 "
178,Cvent,Senior Software Engineer,5,"$115,882 "
62,Veritas Technologies,Senior Software Engineer,13,"$116,111 "
16,Versa Networks,Software Test Engineer,6,"$116,228 "
115,Amazon,Database Administrator,5,"$116,400 "
104,General Motors Company,Senior Software Engineer,8,"$116,716 "
86,Aim Big,Senior Software Engineer,9,"$116,922 "
217,Ooyala,Software Engineer,19,"$117,077 "
72,Moody's Investors Service,Programmer/Analyst,3,"$117,173 "
151,Nike,Senior Software Engineer,6,"$117,253 "
71,Pine River Capital Management,Programmer/Analyst,3,"$117,349 "
225,Fareportal,Senior Software Engineer,4,"$117,500 "
71,Atlassian,Developer,2,"$117,500 "
93,The Raine Group,Programmer/Analyst,2,"$117,500 "
107,Tekwissen,Business Analyst,13,"$117,531 "
39,Yellowpages.Com,Senior Software Engineer,20,"$117,650 "
224,The Nielsen Company (Us),Senior Software Engineer,4,"$117,750 "
128,Federal Home Loan Bank Of Des Moines,Developer,1,"$117,861 "
13,Diversant,Java Developer,27,"$117,974 "
127,Sr Labs,Developer,1,"$118,000 "
173,Kla-Tencor,Software Engineer,23,"$118,165 "
223,Shared Technology Services Group,Senior Software Engineer,4,"$118,618 "
28,American Express Travel Related Services,Senior Software Engineer,28,"$118,643 "
139,F5 Networks,Software Engineer,31,"$118,798 "
15,Citrix Systems,Senior Software Engineer,50,"$118,841 "
106,Slack Technologies,Data Analyst,2,"$118,950 "
142,Cavisson Systems,Computer Programmer Analyst,1,"$119,000 "
76,Symantec,Senior Software Engineer,10,"$119,091 "
150,A10 Networks,Senior Software Engineer,6,"$119,129 "
149,Shutterfly,Senior Software Engineer,6,"$119,183 "
97,Allstate Insurance Company,Application Developer,2,"$119,217 "
34,Cisco Systems,Software Engineer,89,"$119,344 "
52,Salesforce.Com,Senior Software Engineer,15,"$119,409 "
222,Constant Contact,Senior Software Engineer,4,"$119,547 "
176,Trustedid,Application Developer,1,"$119,978 "
96,General American Capital Partners,Application Developer,2,"$120,000 "
175,Guy Carpenter & Company,Application Developer,1,"$120,000 "
186,Brown Investment Advisory & Trust,Programmer/Analyst,1,"$120,000 "
186,Jhl Capital Group,Programmer/Analyst,1,"$120,000 "
225,First Republic Bank,Data Analyst,1,"$120,000 "
126,Compliance Technologies International D/B/A Markit/Cti Tax Solut,Developer,1,"$120,132 "
174,Techniligent,Application Developer,1,"$120,349 "
148,Brightcove,Senior Software Engineer,6,"$120,365 "
103,Infoblox,Senior Software Engineer,8,"$120,552 "
102,Rakuten Marketing,Senior Software Engineer,8,"$120,625 "
199,Analytical Solutions By Kline,Database Administrator,3,"$120,640 "
95,Equifax Information Technology,Application Developer,2,"$120,692 "
101,Blizzard Entertainment,Senior Software Engineer,8,"$120,877 "
8,Alcatel-Lucent Usa (Dba Nokia),Software Test Engineer,12,"$120,918 "
125,Spotify Usa,Developer,1,"$121,000 "
185,Westbridge Capital Us Advisors,Programmer/Analyst,1,"$121,000 "
60,Square,Software Engineer,57,"$121,063 "
47,Ca,Senior Software Engineer,16,"$121,125 "
146,Google,Database Administrator,4,"$121,257 "
22,Peakpoint Technologies,Database Administrator,19,"$121,421 "
117,Trinet Hr,Senior Software Engineer,7,"$121,721 "
2,Microsoft,Software Engineer,1899,"$121,745 "
173,Lcg Consulting,Application Developer,1,"$121,758 "
169,Ntt Data Enterprise Services,Computer Systems Analyst,7,"$121,919 "
221,Ncr,Senior Software Engineer,4,"$122,140 "
55,Comcast Cable Communications,Senior Software Engineer,14,"$122,159 "
46,Akamai Technologies,Senior Software Engineer,16,"$122,374 "
220,Getty Images (Seattle),Senior Software Engineer,4,"$122,409 "
70,Tradeweb Markets,Developer,2,"$122,500 "
46,Hulu,Software Developer,43,"$122,558 "
147,Mediamath,Senior Software Engineer,6,"$123,333 "
94,Cdi,Application Developer,2,"$123,500 "
219,Financial Engines,Senior Software Engineer,4,"$123,572 "
46,Arista Networks,Software Engineer,67,"$124,171 "
9,Uber Technologies,Software Engineer,233,"$124,711 "
218,A-1 Technology,Senior Software Engineer,4,"$124,800 "
61,Wellington Management Company,Senior Software Engineer,13,"$124,808 "
29,Yelp,Software Engineer,103,"$124,944 "
217,Ascentis,Senior Software Engineer,4,"$125,000 "
124,Ustwo Studio,Developer,1,"$125,000 "
184,Intelliswift Software,Java Developer,2,"$125,000 "
92,Paloma Partners Management Company,Programmer/Analyst,2,"$125,000 "
184,Tudor Investment,Programmer/Analyst,1,"$125,000 "
87,Palo Alto Networks,Software Test Engineer,1,"$125,000 "
224,Pointstate Capital,Data Analyst,1,"$125,000 "
183,Norgate Technology,Java Developer,2,"$125,070 "
204,Palo Alto Networks,Software Engineer,20,"$125,285 "
183,Western Asset Management,Programmer/Analyst,1,"$125,376 "
93,Norgate Technology,Application Developer,2,"$125,840 "
146,Shieldx Networks,Senior Software Engineer,6,"$126,152 "
123,Splunk,Software Engineer,34,"$126,169 "
145,Informatica,Senior Software Engineer,6,"$126,170 "
9,Data,Application Developer,24,"$126,531 "
177,Artyllect,Senior Software Engineer,5,"$127,000 "
100,Digital Insight,Senior Software Engineer,8,"$127,063 "
144,Vision Service Plan,Senior Software Engineer,6,"$127,156 "
31,Teksystems,Application Developer,6,"$127,227 "
20,Diversant,Application Developer,8,"$127,375 "
216,8l Design,Senior Software Engineer,4,"$127,500 "
69,Neuberger Berman Group,Developer,2,"$127,500 "
35,Orchestra Technology,Software Test Engineer,3,"$127,573 "
182,Income Research & Management,Programmer/Analyst,1,"$127,582 "
39,Pinterest,Software Engineer,80,"$127,703 "
70,Tiger Management,Programmer/Analyst,3,"$127,795 "
105,Microsoft,Data Analyst,2,"$127,945 "
123,Western Asset Management,Developer,1,"$127,980 "
99,Getgo,Senior Software Engineer,8,"$128,397 "
121,Field Street Capital Management,Developer,1,"$130,000 "
121,National Debt Relief,Developer,1,"$130,000 "
223,Tigo Energy,Data Analyst,1,"$130,000 "
215,"St. Jude Medical, Af Division",Senior Software Engineer,4,"$130,151 "
32,Bloomberg,Software Developer,52,"$130,192 "
214,Saavn,Senior Software Engineer,4,"$130,325 "
86,Groupon,Software Test Engineer,1,"$130,500 "
1,Google,Software Engineer,3383,"$130,533 "
143,Brocade Communications Systems,Senior Software Engineer,6,"$130,617 "
172,Galaxe.Solutions,Application Developer,1,"$130,666 "
142,Eharmony,Senior Software Engineer,6,"$130,833 "
141,Demandware,Senior Software Engineer,6,"$130,999 "
85,Globalitkonnect,Software Test Engineer,1,"$131,040 "
98,Okta,Senior Software Engineer,8,"$131,215 "
42,Tangome,Senior Software Engineer,19,"$131,438 "
213,Accelops,Senior Software Engineer,4,"$131,794 "
116,Cornerstone Ondemand,Senior Software Engineer,7,"$131,870 "
3,Oracle America,Software Developer,170,"$131,894 "
97,Iris Software,Senior Software Engineer,8,"$132,657 "
176,Equinix,Senior Software Engineer,5,"$132,664 "
57,Twitter,Software Engineer,58,"$132,712 "
96,Sony Network Entertainment International,Senior Software Engineer,8,"$132,846 "
140,Ebates Performance Marketing,Senior Software Engineer,6,"$132,893 "
139,Fireeye,Senior Software Engineer,6,"$133,811 "
18,General Electric Company,Senior Software Engineer,46,"$134,048 "
98,Mitchell/Martin,Business Analyst,14,"$134,232 "
120,Osi Consulting,Developer,1,"$134,600 "
11,Linkedin,Software Engineer,169,"$134,903 "
170,Intelliswift Software,Application Developer,1,"$135,000 "
170,Valiant Solutions,Application Developer,1,"$135,000 "
83,Practice Fusion,Software Test Engineer,1,"$135,000 "
83,Mimeo.Com,Software Test Engineer,1,"$135,000 "
104,National General Management Corp,Data Analyst,2,"$135,000 "
